Kennziffer;Raumeinheit;Aggregat;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft
;;;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
"16052";"Gera, Stadt";"krsfr. Stadt";"214,0";"165,6";"205,9";"259,5";"253,0";"242,7";"220,8";"201,1";"227,3";"249,1";"270,5";"281,8";"317,4";"387,6";"346,1";"362,3";"428,6";"410,2";"429,3";"440,2";"462,9";"481,0";"516,1"
"16053";"Jena, Stadt";"krsfr. Stadt";"233,9";"164,7";"191,5";"262,7";"229,9";"226,1";"254,0";"225,7";"273,9";"258,3";"265,9";"352,4";"421,7";"511,5";"491,9";"484,5";"539,6";"588,3";"603,4";"612,6";"685,9";"700,2";"732,0"
"16054";"Suhl, Stadt";"krsfr. Stadt";"206,8";"176,4";"220,7";"294,9";"259,5";"244,0";"245,7";"231,5";"233,4";"303,4";"363,2";"352,2";"357,2";"432,8";"434,3";"404,4";"522,2";"545,4";"522,7";"564,4";"534,4";"580,2";"625,6"
"16055";"Weimar, Stadt";"krsfr. Stadt";"188,0";"172,0";"185,5";"239,2";"209,9";"236,7";"225,4";"218,7";"224,4";"238,7";"241,3";"264,8";"333,7";"358,2";"346,3";"364,9";"388,5";"406,1";"432,4";"455,7";"501,8";"508,8";"536,9"
"16056";"Eisenach, Stadt";"krsfr. Stadt";"211,7";"163,6";"169,9";"307,5";"270,1";"266,8";"254,0";"281,6";"304,5";"357,3";"376,6";"388,9";"374,6";"420,2";"389,6";"388,5";"491,9";"487,1";"468,9";"520,9";"529,6";"571,9";"602,1"
"16061";"Eichsfeld";"Landkreis";"183,5";"144,8";"139,6";"184,8";"180,6";"181,9";"188,6";"170,5";"202,7";"221,9";"222,7";"240,2";"293,8";"350,0";"306,5";"325,4";"361,0";"396,1";"448,0";"436,1";"462,0";"519,0";"524,5"
"16062";"Nordhausen";"Landkreis";"220,0";"169,5";"186,0";"192,7";"214,1";"206,5";"200,1";"187,7";"183,2";"197,8";"221,9";"237,7";"287,5";"325,6";"311,4";"334,4";"351,4";"397,7";"395,7";"427,5";"441,9";"454,1";"495,8"
"16063";"Wartburgkreis";"Landkreis";"211,3";"165,8";"171,7";"174,9";"188,0";"190,2";"194,8";"197,7";"208,6";"229,0";"260,4";"304,7";"344,5";"441,6";"360,3";"357,0";"451,6";"482,8";"535,4";"522,5";"561,8";"576,8";"622,7"
"16064";"Unstrut-Hainich-Kreis";"Landkreis";"203,0";"150,8";"0,0";"190,0";"179,3";"177,4";"185,6";"188,2";"183,7";"189,4";"208,4";"225,2";"259,9";"316,3";"296,4";"299,9";"348,5";"380,2";"387,6";"404,0";"415,8";"461,3";"508,1"
"16065";"Kyffhäuserkreis";"Landkreis";"194,4";"141,6";"0,0";"171,7";"178,2";"174,3";"169,1";"168,6";"175,1";"183,4";"205,9";"216,7";"252,4";"309,7";"267,5";"282,3";"333,2";"320,5";"365,9";"371,1";"414,0";"410,3";"469,9"
"16066";"Schmalkalden-Meiningen";"Landkreis";"199,3";"152,0";"149,4";"184,7";"188,9";"185,1";"191,9";"193,8";"200,5";"222,6";"236,7";"290,2";"335,7";"368,1";"319,7";"331,3";"388,5";"431,2";"439,8";"451,2";"485,7";"515,8";"555,8"
"16067";"Gotha";"Landkreis";"204,3";"168,6";"172,3";"205,7";"215,7";"232,5";"218,3";"213,2";"231,3";"258,8";"270,7";"345,9";"358,6";"411,6";"357,4";"370,3";"392,9";"412,2";"454,0";"485,7";"515,2";"532,1";"578,2"
"16068";"Sömmerda";"Landkreis";"200,0";"151,3";"141,9";"178,4";"187,4";"211,6";"197,5";"216,1";"239,5";"277,6";"274,1";"283,3";"363,1";"363,7";"347,5";"363,2";"405,4";"430,2";"465,9";"481,8";"508,7";"528,3";"567,5"
"16069";"Hildburghausen";"Landkreis";"187,9";"145,3";"138,5";"179,1";"183,7";"178,8";"184,3";"187,3";"207,4";"215,8";"256,2";"279,0";"331,6";"328,5";"329,3";"341,2";"365,0";"391,7";"415,3";"426,4";"432,0";"508,8";"581,8"
"16070";"Ilm-Kreis";"Landkreis";"200,7";"158,7";"0,0";"191,2";"182,7";"197,1";"201,0";"216,3";"212,6";"232,1";"288,8";"305,0";"351,8";"405,6";"389,8";"410,5";"465,3";"478,6";"521,8";"502,7";"536,5";"586,8";"641,6"
"16071";"Weimarer Land";"Landkreis";"190,9";"155,6";"148,9";"178,5";"184,1";"190,5";"184,5";"216,2";"214,1";"231,2";"274,7";"284,7";"338,6";"375,7";"360,6";"389,1";"422,0";"457,0";"485,1";"495,1";"560,0";"590,2";"577,0"
"16072";"Sonneberg";"Landkreis";"186,3";"148,6";"157,2";"207,0";"219,3";"204,0";"228,2";"209,6";"213,6";"226,7";"251,0";"300,4";"374,7";"476,7";"422,6";"353,3";"444,5";"463,4";"466,1";"481,9";"516,2";"542,4";"588,4"
"16073";"Saalfeld-Rudolstadt";"Landkreis";"194,8";"140,3";"0,0";"187,2";"180,2";"176,3";"170,3";"180,7";"177,7";"194,1";"236,7";"255,0";"386,4";"573,1";"432,6";"370,7";"412,3";"454,5";"425,6";"439,5";"471,4";"538,3";"550,8"
"16074";"Saale-Holzland-Kreis";"Landkreis";"200,8";"152,7";"154,8";"196,1";"189,6";"189,4";"204,3";"206,4";"206,4";"229,4";"253,9";"279,9";"345,1";"384,2";"351,8";"354,0";"396,7";"423,4";"442,9";"463,1";"462,7";"496,0";"556,5"
"16075";"Saale-Orla-Kreis";"Landkreis";"197,9";"156,7";"0,0";"198,8";"201,1";"204,4";"207,2";"185,0";"210,2";"244,7";"253,6";"307,0";"399,8";"454,1";"389,2";"334,9";"364,5";"434,6";"467,5";"479,5";"482,8";"564,0";"578,8"
"16076";"Greiz";"Landkreis";"182,3";"145,0";"146,2";"178,3";"174,9";"174,5";"176,5";"188,6";"199,4";"208,7";"211,9";"251,8";"316,3";"341,1";"315,6";"324,0";"381,5";"388,8";"411,3";"404,1";"475,7";"477,2";"527,1"
"16077";"Altenburger Land";"Landkreis";"193,2";"158,4";"166,3";"177,7";"184,8";"172,7";"176,9";"174,6";"176,3";"202,7";"211,0";"224,5";"269,6";"302,7";"285,8";"295,6";"340,2";"356,8";"369,9";"403,7";"420,2";"430,9";"472,4"
